College Name,"IIT Bombay"

=== AUDIT OVERVIEW ===
Audit Date,"2026-02-11 12:53:52"
Total KPIs,25
Data Found,25
Data Not Found,0
High Confidence,8
Coverage Percentage,100.0%

=== CATEGORY BREAKDOWN ===
Category,Found,Total,Percentage
"Academic Infrastructure",2,2,100%
"Campus Facilities",3,3,100%
"Technology Infrastructure",1,1,100%
"Academic Programs",2,2,100%
"Student Demographics",4,4,100%
"Placements",3,3,100%
"Student Outcomes",1,1,100%
"Research & Innovation",1,1,100%
"Admissions",2,2,100%
"Faculty",3,3,100%
"Student Life",1,1,100%
"Accreditations & Rankings",2,2,100%

=== KPI DETAILS ===
KPI Name,Category,Value,Evidence,Source URL,System Confidence,LLM Confidence,Source Priority,Data Year,Recency
Median Compensation (Last Batch),Placements,N/A,The provided RTI documents mention placement data for MTech and MS in CSE as 'ongoing' or 'enclosed' in separate pages not fully visible in the text snippet.,https://www.iitb.ac.in/sites/www.iitb.ac.in/files/2025-08/All%20applications%20and%20Appeals%20of%20Annual%202024-2025.pdf,low,low,high,2025,high
Students Pursuing Higher Education,Student Outcomes,N/A,Invalid source URL,,low,low,unknown,,unknown
IP Patents Granted/Licensed (Latest Year),Research & Innovation,N/A,The document discusses IPR roles and blockchain for TK but does not list the specific count of patents granted to IIT Bombay for the latest year.,https://www.iitb.ac.in/ipriks/sites/default/files/2025-12/souvenir.pdf,low,low,high,2025,high
Entrance Exam Name,Admissions,JEE (Advanced),Fees applicable for students admitted through JEE (Advanced) 2024,https://www.iitb.ac.in/newacadhome/balanceFeeUG2024.jsp,medium,high,high,2024,medium
Entrance Exam Cutoff by Program,Admissions,N/A,The documents provide fee structures and placement RTI requests but do not list specific closing ranks or cutoff scores for programs.,https://www.iitb.ac.in/newacadhome/balanceFeeUG2024.jsp,low,low,high,2024,medium
Total Students Enrolled,Student Demographics,N/A,Invalid source URL,,low,low,unknown,,unknown
Female Students Enrolled,Student Demographics,N/A,Invalid source URL,,low,low,unknown,,unknown
Total Faculty,Faculty,N/A,The RTI log mentions 'Average salary of all teaching staff' but does not provide the total count of staff members.,https://www.iitb.ac.in/sites/www.iitb.ac.in/files/2025-08/All%20applications%20and%20Appeals%20of%20Annual%202024-2025.pdf,low,low,high,2025,high
PhD Faculty,Faculty,N/A,Invalid source URL,,low,low,unknown,,unknown
Average Teaching Experience of Faculty,Faculty,N/A,Invalid source URL,,low,low,unknown,,unknown
Sports Infrastructure & Achievements,Campus Facilities,N/A,No specific sports facilities or achievements mentioned in the provided conference souvenir or fee circular documents.,https://www.iitb.ac.in/ipriks/sites/default/files/2025-12/souvenir.pdf,low,low,high,2025,high
List of Active Clubs,Student Life,N/A,The provided source documents do not list active student clubs or societies.,https://www.iitb.ac.in/ipriks/sites/default/files/2025-12/souvenir.pdf,low,low,high,2025,high
NIRF Ranking,Accreditations & Rankings,N/A,,https://www.iitb.ac.in/sites/www.iitb.ac.in/files/2025-08/All%20applications%20and%20Appeals%20of%20Annual%202024-2025.pdf,low,low,high,2025,high
Institutional Status,Accreditations & Rankings,Institute of National Importance,The Indian Institute of Technology Bombay (IIT Bombay) is one of the higher Institutes of... [implied as IIT],https://www.iitb.ac.in/newacadhome/MTECH_BROUCHURE2025-26.pdf,medium,high,high,2025,high
PhD Students Enrolled,Student Demographics,N/A,Invalid source URL,,low,low,unknown,,unknown
